,text
368,"Finn, Jake, and Cinnamon Bun are seen cheering for Flame Princess."
369,"Toronto says And to my right, the reigning champion, Son of Rap Bear!"
370,"A giant baseball cap enters the arena, which explodes to reveal Son of Rap Bear."
371,Son of Rap Bear says Yo.
372,The audience cheers.
373,"Toronto says And go, Son of Rap Bear. Toronto exits"
374,"Son of Rap Bear says Rapping♪ Yo, I'm a word wizard, I'm Son of Rap Bear ♪♪ But you're a fire hazard, maybe I should be scared ♪♪ I mean, I do hear you're more dangerous when your temper flares ♪♪ Do guys even date you or just cook wieners in your hair? ♪"
375,The audience cheers and parts of the arena blow up.
376,"Son of Rap Bear says Rapping♪ I guess there was that fire guy that wanted to marry you ♪♪ Was it Don Jon with the big guns? ♪♪ Oh, but you're not into macho men, are you? ♪♪ You like 'em soft and round like cinnamon-flavored buns ♪"
377,More explosions and cheering.
378,Neptr says He's good.
379,"Flame Princess says Rapping♪ I got more rhymes in my hair than you ever will ♪♪ You better run away like it's a fire drill ♪♪ You're so lame and stinky, more spark from my pinky ♪♪ I'm a flaming master, I'm... slinky... hinky...Internally Oh Glob. What am I saying?"
380,Son of Rap Bear says She's choking!
381,The audience boos Flame Princess.
382,Flame Princess says Groans
383,"Flame King says From the audience Hi, Phoebe!"
384,"Flame Princess says Huh? Dad, you came to see me rap?"
385,"Flame King says No, I had no idea you were in this. Isn't that crazy? Don't feel bad about losing, though! He's way out of your league!"
386,"Flame Princess says Raging Dad! She calms down Why the heck did I ever try to talk to you? You only ever cared about things like koalas, and chipmunks, and baby kangaroos. She begins to rap♪ It's actually pretty sad, I mean ♪♪ I usurped you when I was fourteen ♪♪ I thought we could be friends, I don't know what I was thinking ♪♪ I don't need you or anyone 'cause I'm the real Flame King ♪"
387,The crowd cheers for Flame Princess.
388,"Flame Princess says And as for Son of Rap Bear...♪ You're so unoriginal your put your own dad in a wheelchair ♪♪ Just so you could steal his name and ride on his fame ♪♪ But without it, you're just a sad kid full of hot air ♪♪ Y'all can try to bully me and scam me, I don't care ♪♪ As if being a jerk's gonna make you dummies happy ♪♪ But my kingdom ain't a commodity, Toronto, it's a part of me ♪♪ So sorry, you can't take what isn't owned by me... ♪ So take him away. She points at Son of Rap Bear."
389,Finn says Boom.
390,The audience cheers for Flame Princess and chants her name.
391,Party Bear says I get it! She owned him!
392,Toronto says Quickly entering and raising Son of Rap Bear's paw The winner is Son of Rap Bear!
393,The audience ignores him and tramples the two of them to go and lift Flame Princess.
394,"Son of Rap Bear says Rapping sadly♪ I thought I was the Glob of rap, rivaled by none ♪♪ But I'm more like bubble wrap 'cause she squashed me for fun ♪His legs pop off from the self-own."
395,"Flame King says Talking to Bun Bun She's actually not bad. Shouting to Flame Princess Hey, honey! You're actually not bad!"
396,Flame Princess puts her thumb up and blows a raspberry.
397,Episode starts in Candy Kingdom. Scene is set in the evening
398,Finn says  Birthday boy-e-e-e!
399,Princess Bubblegum says  Enjoying your party?
400,"Finn says  It's great having fun with all my friends. Well, some of my friends mostly Banana Guards."
401,"Princess Bubblegum says  Yeah, sorry about that. The Candy Kingdom is in full lockdown until I can sort out the rumors about my Uncle Gumbald. He's been gone for years, but we should stay vigilant."
402,"Finn says  Don't worry, PB. Now that I'm 17, I'm feelin' ready for anything. Feels like I'm really hitting my stride, y'know?"
403,"Marceline says  Finn, I want to give you your gift before I forget. It's a harmonica."
404,Finn says  Awesome! Inhales deeply
405,"BMO says  Finn, I designed an exciting new game for you."
406,Finn says  Show me.
407,"BMO says  It's called ""Birthday Boyfighter. Game music plays"
408,Finn says  Looks like another hit.
409,"Starchy says  Finn, Starchy didn't get you squat."
410,Huntress Wizard says  I got you a present too. It has emotional and metaphorical significance.
411,Finn says  It's beautifully wrapped. Wonder what it is.
412,Huntress Wizard says  It's an elk's heart.
413,"Finn says  Oh, cool. I don't have one of those."
414,Thumping
415,Finn says  What's that sound?
416,Starchy says  It's zombies.
417,Huntress Wizard says  Sounds like hooves.
418,Starchy says  Zombie cows.
419,Green Knight busts open the door
420,Finn says  You're green!
421," Green Knight says  I'm the Green Knight! And before you ask, yes, of course, I brought you a birthday present. It's a battle axe."
422,Finn says  That's some axe. Am I an axe guy though? I've always thought of myself as a sword guy.
423,Green Knight says  But only if you play me a game for it.
424,Finn says  What's the game?
425,"Green Knight says  Oh, this game is called ""All you have to do is strike me with it, and it is yours."""
426,Finn says  Mm? Inhales deeply I can't axe some stranger. Wait a minute! Where's Jake? I know what's going on.
427,"Princess Bubblegum says  No, I don't think you do."
428,"Finn says  Relax, Princess. Jake loves playing birthday pranks on me."
429,"unidentifiable Banana Guard says  Yes, of course One of Jake's classic pranks."
430,"Finn says  Okay, I'm in."
431,Green Knight says  May your aim be steady.
432,Finn says  Laughs Sure thing Jake! Finn decapitates The Green Knight I win!
433,Everyone says  Cheers
434,"Banana Guards says  Yeah, Finn! Yeah, Finn!"
435,"Jake says  Happy birthday, Finn."
436,Finn says  Shrieks Jake! When did you Whose head did I Are you pranking me?
437,Jake says  What? No. My prank is this fake-out gift. Huh?
438,Green Knight fixes head back on
439,Jake says  What's this guy's deal?
440,"Princess Bubblegum says  Oh, nuh-uh! Banana guards, surround him! And be on the lookout for anything else strange!"
441,"Banana Guards says  Hup, hup, hup, hup, hup, hup, hup, hup, hup! Surrender, please."
442,Green Knight extends vine/tentacle like appendages and grabs Banana Guards with them
443,"Unidentifiable Banana Guard says  Princess, is that strange?"
444,Princess Bubblegum says  Yes!
445,Unidentifiable Banana Guard says  I did good.
446,Banana Guards says  Screams as they get thrown around
447,Princess Bubblegum says  My guards!
448,Finn says  I got this. Raah! Axe handle turns into an eel and hisses Eel!
449,Marceline says  Marceline turns into her beast form Get him!
450,Jake says  Shouts Groans Aw.
451,"Huntress Wizard says  He might have an invisible shield. But I'm not sure, because it's invisible."
452,Jake says  Owiee. Yes. It's an invisible shield.
453,Princess Bubblegum says  An invisible shield. I've got a device for the dissolution of invisible shields.
454,"Whirrs, beeps Malfunctions"
455,Princess Bubblegum says  Impossible.
456,Green Knight says  Laughs maniacally Heh!
457,"Princess Bubblegum says  Back off, everyone. He's using some advanced mystery tech."
458,Green Knight says  Laughs maniacally
459,"Princess Bubblegum says  Okay, let's talk."
460,Green Knight says  Laughs maniacally What do you want to talk about?
461,Princess Bubblegum says  Where did you come from? Why are you playing this weird game with Finn?
462,Green Knight says  Laughs maniacally Laughing continues
463,Princess Bubblegum says  He's playing Mr. Laughing Silent Guy.
464,"Finn says  Game's over, bro."
465,Green Knight says  The game isn't over until I strike you.
466,"Finn says  Hmm. Let's come up with a better way to settle this, like reasonable late teens."
467,Green Knight says  I'm listening.
468,"Finn says  Well, we've got everything set up for party games. How about if I beat you two out of three, you got to answer our questions."
469,Princess Bubblegum says  Psst! Nuh!
470,"Green Knight says  And if I win chop, chop."
471,Finn says  Deal.
472,"Princess Bubblegum says  Wait, Finn, I think he's plotting something."
473,Finn says  I-It's fine. I'm 17. I'm hittin' my stride.
474,"Forcefield activates, everyone except Finn and the Green Knight gets swept away"
475,"Finn says  Hey, Green Knight, why are they all mimey?"
476,"Green Knight says  Ah, just to keep things fair."
477,Hitting forcefield Sighs
478,Princess Bubblegum says  I don't think he can hear us.
479,Green Knight says  Laughs ominously
480,"Finn says  Okay, guy. Why don't we start with something basic like balls and coconuts. Hup! Hup! Hup, hup, hup, hup, hup, hup, hup. Ba-ba-ba-boom! Boom!"
481,"Everyone says  CHEERING Okay, Finn! Yeah, yeah! You got it, Finn! You go, boy!"
482,"Finn says  Slow motion Boooooooom! Horse Belches Slow motion ends Aw, what? I'll let you have that one, 'cause I'm a big boy today. But let's see you try and beat four out of five, huh?"
483,Whirring
484,Green Knight says  How do you like them coconuts?
485,Finn says  Mutters to himself I hate them coconuts.
486,Princess Bubblegum says   Something's wrong.
487,"Marceline says  Yeah, I swear that looked fake."
488,Huntress Wizard says  It was. I saw it all with my Huntress vision. Finn is totally getting played.
489,"Finn says  Inhales deeply All right. You got a freaky curveball, man. But can you climb a greasy pole?"
490,Starchy says  A greasy pole?! It's hard enough climbing a non-greasy pole!
491,Finn says  Ready?
492,Green Knight says  Chuckles Mm-hmm!
493,"Finn says  One, two, three, go! Grunts Ha, ha! Panting"
